Run,Efficiency_Gap,Party 0_Wasted,Party 1_Wasted,Party 2_Wasted,Party 3_Wasted
1354,0.323396,0.313,0.308,0.036,0.017
1355,0.34272299999999994,0.368,0.242,0.036,0.017
1356,0.322243,0.312,0.308,0.036,0.017
1357,0.31306399999999995,0.242,0.349,0.036,0.017
1358,0.34110799999999997,0.367,0.242,0.036,0.017
1359,0.304395,0.305,0.299,0.036,0.017
1360,0.31241899999999995,0.241,0.349,0.036,0.017
1361,0.295859,0.304,0.292,0.036,0.017
1362,0.31241899999999995,0.241,0.349,0.036,0.017
1363,0.31241899999999995,0.241,0.349,0.036,0.017
1364,0.29666,0.298,0.299,0.036,0.017
1365,0.33141899999999996,0.317,0.311,0.036,0.017
1366,0.352328,0.372,0.247,0.036,0.017
1367,0.29026399999999997,0.299,0.292,0.036,0.017
1368,0.31213599999999997,0.308,0.303,0.036,0.017
1369,0.3078,0.308,0.299,0.036,0.017
1370,0.32691599999999993,0.36,0.237,0.036,0.017
1371,0.31241899999999995,0.241,0.349,0.036,0.017
1372,0.304395,0.305,0.299,0.036,0.017
1373,0.31218399999999996,0.309,0.302,0.036,0.017
1374,0.33189099999999994,0.362,0.24,0.036,0.017
1375,0.295579,0.299,0.297,0.036,0.017
1376,0.29026399999999997,0.299,0.292,0.036,0.017
1377,0.31306399999999995,0.242,0.349,0.036,0.017
1378,0.302155,0.303,0.299,0.036,0.017
1379,0.34011600000000003,0.366,0.243,0.036,0.017
1380,0.299939,0.301,0.299,0.036,0.017
1381,0.303272,0.304,0.299,0.036,0.017
1382,0.342344,0.367,0.244,0.036,0.017
1383,0.320019,0.312,0.306,0.036,0.017
1384,0.315515,0.31,0.304,0.036,0.017
1385,0.34434399999999993,0.369,0.242,0.036,0.017
1386,0.35687199999999997,0.374,0.249,0.036,0.017
1387,0.33409099999999997,0.363,0.241,0.036,0.017
1388,0.30768799999999996,0.306,0.301,0.036,0.017
1389,0.334472,0.364,0.239,0.036,0.017
1390,0.35396299999999997,0.373,0.247,0.036,0.017
1391,0.33547999999999994,0.365,0.238,0.036,0.017
1392,0.302195,0.304,0.298,0.036,0.017
1393,0.30107599999999995,0.303,0.298,0.036,0.017
1394,0.298856,0.301,0.298,0.036,0.017
1395,0.34418,0.37,0.239,0.036,0.017
1396,0.31241899999999995,0.241,0.349,0.036,0.017
1397,0.3398959999999999,0.367,0.24,0.036,0.017
1398,0.30104400000000003,0.302,0.299,0.036,0.017
1399,0.290616,0.303,0.288,0.036,0.017
1400,0.29884,0.299,0.3,0.036,0.017
1401,0.360164,0.376,0.249,0.036,0.017
1402,0.295963,0.305,0.291,0.036,0.017
1403,0.33929899999999996,0.367,0.239,0.036,0.017
1404,0.30660299999999996,0.306,0.3,0.036,0.017
1405,0.33507499999999996,0.364,0.24,0.036,0.017
1406,0.302195,0.304,0.298,0.036,0.017
1407,0.29237199999999997,0.299,0.294,0.036,0.017
1408,0.297755,0.3,0.298,0.036,0.017
1409,0.31241899999999995,0.241,0.349,0.036,0.017
1410,0.355604,0.374,0.247,0.036,0.017
1411,0.345971,0.37,0.242,0.036,0.017
1412,0.29448799999999997,0.298,0.297,0.036,0.017
1413,0.31241899999999995,0.241,0.349,0.036,0.017
1414,0.304355,0.304,0.3,0.036,0.017
1415,0.30332,0.305,0.298,0.036,0.017
1416,0.29234,0.298,0.295,0.036,0.017
1417,0.31241899999999995,0.241,0.349,0.036,0.017
1418,0.31891600000000003,0.312,0.305,0.036,0.017
1419,0.30547599999999997,0.305,0.3,0.036,0.017
1420,0.34458,0.368,0.245,0.036,0.017
1421,0.308819,0.307,0.301,0.036,0.017
1422,0.328916,0.362,0.235,0.036,0.017
1423,0.31666399999999995,0.311,0.304,0.036,0.017
1424,0.326744,0.361,0.234,0.036,0.017
1425,0.32220299999999996,0.357,0.237,0.036,0.017
1426,0.29448799999999997,0.297,0.298,0.036,0.017
1427,0.33592299999999997,0.366,0.236,0.036,0.017
1428,0.342547,0.369,0.239,0.036,0.017
1429,0.337283,0.365,0.241,0.036,0.017
1430,0.33024800000000004,0.316,0.311,0.036,0.017
1431,0.299931,0.3,0.3,0.036,0.017
1432,0.33128399999999997,0.362,0.239,0.036,0.017
1433,0.301188,0.305,0.296,0.036,0.017
1434,0.304355,0.304,0.3,0.036,0.017
1435,0.33430799999999994,0.365,0.236,0.036,0.017
1436,0.31772300000000003,0.31,0.306,0.036,0.017
1437,0.3263229999999999,0.36,0.236,0.036,0.017
1438,0.29464799999999997,0.302,0.293,0.036,0.017
1439,0.33030799999999993,0.361,0.24,0.036,0.017
1440,0.319979,0.311,0.307,0.036,0.017
1441,0.31772300000000003,0.31,0.306,0.036,0.017
1442,0.30107599999999995,0.303,0.298,0.036,0.017
1443,0.312088,0.306,0.305,0.036,0.017
1444,0.33949899999999994,0.366,0.242,0.036,0.017
1445,0.338123,0.367,0.237,0.036,0.017
1446,0.35396299999999997,0.373,0.247,0.036,0.017
1447,0.29026399999999997,0.299,0.292,0.036,0.017
1448,0.352715,0.373,0.245,0.036,0.017
1449,0.290616,0.303,0.288,0.036,0.017
1450,0.325604,0.361,0.232,0.036,0.017
1451,0.315515,0.31,0.304,0.036,0.017
1452,0.348824,0.371,0.244,0.036,0.017
1453,0.306563,0.305,0.301,0.036,0.017
1454,0.334891,0.365,0.237,0.036,0.017
1455,0.325604,0.361,0.232,0.036,0.017
1456,0.313235,0.308,0.304,0.036,0.017
1457,0.31213599999999997,0.308,0.303,0.036,0.017
1458,0.31776299999999996,0.311,0.305,0.036,0.017
1459,0.318868,0.311,0.306,0.036,0.017
1460,0.31241899999999995,0.241,0.349,0.036,0.017
1461,0.3101,0.31,0.299,0.036,0.017
1462,0.291635,0.303,0.289,0.036,0.017
1463,0.30665899999999996,0.307,0.299,0.036,0.017
1464,0.359531,0.376,0.248,0.036,0.017
1465,0.345572,0.369,0.244,0.036,0.017
1466,0.311003,0.307,0.303,0.036,0.017
1467,0.31218399999999996,0.309,0.302,0.036,0.017
1468,0.29493600000000003,0.305,0.29,0.036,0.017
1469,0.30332,0.305,0.298,0.036,0.017
1470,0.29666,0.299,0.298,0.036,0.017
1471,0.29884,0.299,0.3,0.036,0.017
1472,0.36347999999999997,0.378,0.249,0.036,0.017
1473,0.299931,0.3,0.3,0.036,0.017
1474,0.29787499999999995,0.303,0.295,0.036,0.017
1475,0.334379,0.362,0.244,0.036,0.017
1476,0.30665899999999996,0.307,0.299,0.036,0.017
1477,0.32593999999999995,0.359,0.238,0.036,0.017
1478,0.31327499999999997,0.309,0.303,0.036,0.017
1479,0.34151499999999996,0.368,0.24,0.036,0.017
1480,0.309956,0.308,0.301,0.036,0.017
1481,0.30768799999999996,0.306,0.301,0.036,0.017
1482,0.299176,0.306,0.293,0.036,0.017
1483,0.29448799999999997,0.298,0.297,0.036,0.017
1484,0.317699,0.309,0.307,0.036,0.017
1485,0.30323999999999995,0.303,0.3,0.036,0.017
1486,0.309956,0.308,0.301,0.036,0.017
1487,0.31241899999999995,0.241,0.349,0.036,0.017
1488,0.309908,0.307,0.302,0.036,0.017
1489,0.343955,0.368,0.244,0.036,0.017
1490,0.314372,0.309,0.304,0.036,0.017
1491,0.30768799999999996,0.306,0.301,0.036,0.017
1492,0.31241899999999995,0.241,0.349,0.036,0.017
1493,0.30547599999999997,0.305,0.3,0.036,0.017
1494,0.348443,0.37,0.246,0.036,0.017
1495,0.293411,0.298,0.296,0.036,0.017
1496,0.297755,0.3,0.298,0.036,0.017
1497,0.316616,0.31,0.305,0.036,0.017
1498,0.34151499999999996,0.368,0.24,0.036,0.017
1499,0.292772,0.304,0.289,0.036,0.017
1500,0.31434,0.308,0.305,0.036,0.017
